[14:35:17.563] [INFO] 로깅 시스템 초기화됨
[14:35:17.564] [INFO] 서버 인스턴스 생성됨
[14:35:17.564] [INFO] 서버 초기화 시작 (포트: 9000)
[14:35:17.565] [INFO] 윈속 초기화 성공
[14:35:17.566] [INFO] 리스닝 소켓 생성 성공
[14:35:17.566] [INFO] 소켓 바인딩 성공 (포트: 9000)
[14:35:17.566] [INFO] 리스닝 시작됨
[14:35:17.566] [INFO] IOCP 생성 성공
[14:35:17.566] [INFO] CPU 코어 수: 16, 생성할 작업자 스레드: 16
[14:35:17.567] [INFO] 작업자 스레드 #1 생성됨
[14:35:17.567] [INFO] 작업자 스레드 시작 (ThreadID: 36356)
[14:35:17.567] [INFO] 작업자 스레드 #2 생성됨
[14:35:17.567] [INFO] 작업자 스레드 시작 (ThreadID: 6748)
[14:35:17.568] [INFO] 작업자 스레드 #3 생성됨
[14:35:17.568] [INFO] 작업자 스레드 시작 (ThreadID: 27876)
[14:35:17.568] [INFO] 작업자 스레드 #4 생성됨
[14:35:17.569] [INFO] 작업자 스레드 시작 (ThreadID: 8812)
[14:35:17.569] [INFO] 작업자 스레드 #5 생성됨
[14:35:17.569] [INFO] 작업자 스레드 시작 (ThreadID: 35592)
[14:35:17.569] [INFO] 작업자 스레드 #6 생성됨
[14:35:17.569] [INFO] 작업자 스레드 시작 (ThreadID: 27336)
[14:35:17.570] [INFO] 작업자 스레드 #7 생성됨
[14:35:17.570] [INFO] 작업자 스레드 시작 (ThreadID: 39916)
[14:35:17.570] [INFO] 작업자 스레드 #8 생성됨
[14:35:17.570] [INFO] 작업자 스레드 시작 (ThreadID: 6372)
[14:35:17.571] [INFO] 작업자 스레드 #9 생성됨
[14:35:17.571] [INFO] 작업자 스레드 시작 (ThreadID: 14676)
[14:35:17.571] [INFO] 작업자 스레드 #10 생성됨
[14:35:17.571] [INFO] 작업자 스레드 시작 (ThreadID: 25972)
[14:35:17.572] [INFO] 작업자 스레드 #11 생성됨
[14:35:17.572] [INFO] 작업자 스레드 시작 (ThreadID: 35584)
[14:35:17.572] [INFO] 작업자 스레드 #12 생성됨
[14:35:17.572] [INFO] 작업자 스레드 시작 (ThreadID: 14344)
[14:35:17.573] [INFO] 작업자 스레드 #13 생성됨
[14:35:17.573] [INFO] 작업자 스레드 시작 (ThreadID: 2360)
[14:35:17.573] [INFO] 작업자 스레드 #14 생성됨
[14:35:17.573] [INFO] 작업자 스레드 시작 (ThreadID: 35900)
[14:35:17.573] [INFO] 작업자 스레드 #15 생성됨
[14:35:17.574] [INFO] 작업자 스레드 시작 (ThreadID: 33356)
[14:35:17.574] [INFO] 작업자 스레드 #16 생성됨
[14:35:17.574] [INFO] 작업자 스레드 시작 (ThreadID: 29524)
[14:35:17.574] [INFO] 서버 초기화 완료
[14:35:17.575] [INFO] 서버 실행. 포트 번호: 9000
[14:35:17.575] [INFO] IOCP 멀티플레이어 서버 시작됨...
[14:35:17.575] [INFO] 서버 실행 시작
[14:35:17.575] [INFO] listenSocket 논블로킹 설정 성공
[14:35:18.592] [INFO] 서버 FPS: 33.464565, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:19.595] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:20.638] [INFO] 서버 FPS: 32.977692, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:21.646] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:22.673] [INFO] 서버 FPS: 32.977692, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:23.698] [INFO] 서버 FPS: 32.512314, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:24.717] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:25.733] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:26.762] [INFO] 서버 FPS: 32.007759, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:27.790] [INFO] 서버 FPS: 32.977692, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:28.822] [INFO] 서버 FPS: 32.007759, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:29.831] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:30.845] [INFO] 서버 FPS: 33.464565, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:31.872] [INFO] 서버 FPS: 32.512314, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:32.886] [INFO] 서버 FPS: 33.464565, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:33.897] [INFO] 서버 FPS: 33.464565, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:34.919] [INFO] 서버 FPS: 32.512314, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:35.930] [INFO] 서버 FPS: 33.464565, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:36.952] [INFO] 서버 FPS: 32.512314, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:37.979] [INFO] 서버 FPS: 31.976744, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:39.003] [INFO] 서버 FPS: 32.977692, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:40.031] [INFO] 서버 FPS: 34.448818, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:41.043] [INFO] 서버 FPS: 32.512314, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:42.069] [INFO] 서버 FPS: 32.007759, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:43.109] [INFO] 서버 FPS: 33.914730, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:44.134] [INFO] 서버 FPS: 32.007759, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
[14:35:45.155] [INFO] 서버 FPS: 32.480316, 평균 프레임 시간: 0.000000ms, 클라이언트 수: 0
